ID,Title,Year,Rating,Director,Actors,Genres
tt0150718,Gharaonda,1977,7.1,Bhimsain,"['Amol Palekar', 'Zarina Wahab', 'Sadhu Meher']","['Drama', 'Romance']"
tt1764728,Vaddu Bava Tappu,1993,6.3,,"['Rajendra Prasad', 'Ravali', 'Indraja']","['Comedy', 'Romance']"
tt0373982,Kora Anchal,1973,,,"['Birbal', 'Laxmi Chhaya', 'Dheeraj Kumar']","['Drama', 'Romance']"
tt5057456,Episode #8.5,2015,,,"['Asim Azhar', 'Ali Azmat', 'Aafi Bakhshi']",['Music']
tt6414274,Jeeva Sakha,1992,,Ramesh Deo,"['Madhu Apte', 'Laxmikant Berde', 'Ajinkya Deo']",['Drama']
tt0237587,Poonam,1981,5.2,Harmesh Malhotra,"['Poonam Dhillon', 'Raj Babbar', 'Shakti Kapoor']",['Drama']
tt0152278,Sanam,1997,5.0,Aziz Sejawal,"['Sanjay Dutt', 'Vivek Mushran', 'Manisha Koirala']","['Action', 'Drama', 'Romance']"
tt0363795,Mandira,1990,7.8,Sujit Guha,"['Prasenjit Chatterjee', 'Sonam', 'Chunky Pandey']","['Drama', 'Romance']"
tt13188574,Mahaveera Machideva,2016,,Nanda Kameshwara Reddy,"['Charulatha', 'Sai Kumar', 'B.C. Patil']",['Drama']
tt3763980,Karaka Kasadara,2005,3.2,,"['Raai Laxmi', 'Jack Rajasekar', 'Vikranth']",['Drama']
tt0213900,Mugguru Ammyilu,1974,,Kolli Pratyagatma,,
tt8982732,Rajavin Paarvai Raniyin Pakkam,2018,,Azhagu Raja,"['Aadhava', 'Adhavaa', 'Mohan Avanthika']",['Drama']
tt0233279,Bade Ghar Ki Bahu,1960,,Kundan Kumar,"['Geeta Bali', 'Kuldip Kaur', 'Shammi']","['Drama', 'Family', 'Musical']"
tt10168882,Avidathepole Ivideyum,1985,7.2,K.S. Sethumadhavan,"['Mohanlal', 'Mammootty', 'Shobana']","['Drama', 'Family']"
tt13057404,Pokkiri Mannan,2015,,Ragomadhesh,"['Mayilsamy', 'Singampuli', 'Sridhar']",['Drama']
tt5144196,Coma,2015,,Mayur Dhamapurkar,,['Drama']
tt14085364,Simhadri,2014,,Shivamani,"['Shankanada Anjanappa', 'Jai Jagadish', 'Soundarya Jayamala']",['Drama']
tt7412248,Sangeetha Lakshmi,1966,,G. Suryam,"['N.T. Rama Rao', 'Jamuna', 'Nagabhushanam']",['Drama']
tt4882578,Nasheeli Naukrani,2005,,,,['Thriller']
tt2009521,Mawali No.1,2002,3.9,Leela Prasad,"['Sadashiv Amrapurkar', 'Ranjeet Bedi', 'Mithun Chakraborty']",['Action']
tt0238591,Sham Ghansham,1998,3.7,Ashok Ghai,"['Rakhee Gulzar', 'Chandrachur Singh', 'Arbaaz Khan']","['Action', 'Drama']"
tt8816512,Preminche rojullo,2009,,Vishwa Prasad,"['Kirti', 'Nandu Vijay Krishna']",['Drama']
tt5368742,Tok Jhaal Mishti,2005,6.4,Debashish Biswas,"['Riaz', 'Purnima', 'A.T.M. Shamsuzzaman']",['Comedy']
tt0362044,Prem Sanghat,1994,7.7,Santanu Bhowmick,,['Musical']
tt0311401,Kissaa Kursee Kaa,1978,7.8,Amrit Nahata,"['Shabana Azmi', 'Raj Babbar', 'Chaman Bagga']","['Comedy', 'Drama', 'Fantasy', 'Musical']"
tt12331044,ShobBahika,2018,,Rajaditya Banerjee,"['Rajaditya Banerjee', 'Raju Majumdar']",['Drama']
tt0088907,Chidambaram,1985,6.9,Govindan Aravindan,"['Mohan Das', 'Bharat Gopy', 'Innocent']",['Drama']
tt1348941,Akrosha,1983,,Tiptur Raghu,"['Arathi', 'Musari Krishnamurthy', 'Leelavathi']",
tt0339622,Sandhya,2003,6.7,Sangeeth Sivan,"['Jackie Shroff', 'Raveena Tandon', 'Ashutosh Rana']",['Thriller']
tt0246414,Agathiyar,1972,6.7,A.P. Nagarajan,"['Sirkazhi S. Govindarajan', 'T.R. Mahalingam', 'A.V.M. Rajan']","['Adventure', 'Drama', 'Fantasy', 'History']"
tt10580274,MeenAviyal,2019,8.0,,"['Archana Kavi', 'Vaishnavi Venugopal', 'Arun Kurian']","['Short', 'Comedy']"
tt9176296,Dolly Kitty Aur Woh Chamakte Sitare,2019,5.5,Alankrita Shrivastava,"['Konkona Sen Sharma', 'Bhumi Pednekar', 'Amol Parashar']","['Comedy', 'Drama']"
tt4601970,Albeli Naar,1981,,Sardar Talukdar,"['Nalin Dave', 'Firoz Irani', 'Kiran Kumar']",['Drama']
tt9307298,Women in Dark,2018,,Mohamed Sehal,,"['Documentary', 'Short', 'Drama']"
tt13439544,Thappu,2011,,Akilan,"['Rani Chadhurvethi', 'Jeniffer', 'Vivin']",['Drama']
tt1027799,Aaj Ka Gunda,2001,4.8,Kanti Shah,"['Dharmendra', 'Mohan Joshi', 'Shakti Kapoor']","['Action', 'Thriller']"
tt0236991,Aparadhi,1955,,Sushil Majumdar,"['Bhanu Bannerjee', 'Gurudas Bannerjee', 'Kanu Bannerjee']",['Drama']
tt0415820,Ghar Grihasti,2004,2.6,Mahesh Tillekar,"['Aishwarya Narkar', 'Sulabha Arya', 'Sajid Sheikh']","['Drama', 'Family']"
tt1587738,Amar Prithibi,1985,,Bimal Bhowmick,"['Anil Chatterjee', 'Anup Kumar', 'Ajoy Banerjee']",['Drama']
tt1244057,Jowar Elo,1962,,Abdul Jabbar Khan,"['Sultana Zaman', 'Aminul Haque', 'Anwar Hossain']",['Drama']
tt1839508,Insaaf Punjab Daa,1993,,Ajay Deol,"['Bhupinder Bhindi', 'Neena Bundhel', 'Ramesh Gunwaria']",['Action']
tt9001778,Raghavan,2019,6.2,Rahul R. Sarma,"['Jolly Chirayath', 'Rajan Pootharakkal', 'Surjith']","['Short', 'Drama']"
tt1579527,Artha Nadham,1989,,,"['Brahmanandam', 'Rajasekhar', 'Seetha']",['Action']
tt8490336,Me Yetoy... Chhota Pudhari,2018,,Nitin Aswar,"['Nitin Aswar', 'Ghanshyam Darode']",['Drama']
tt10916120,Ik Sandhu Hunda Si,2020,4.9,Rakesh Mehta,"['Gippy Grewal', 'Neha Sharma', 'Vikramjeet Virk']","['Action', 'Drama']"
tt6227804,Episode #1.4,2009,,Babar Javed,"['Imran Abbas', 'Sarwat Gilani', 'Samiya Mumtaz']",['Drama']
tt0275542,Naale Ennundengil,1990,,Sajan,"['Sukumaran', 'Silk Smitha', 'Suma Jayaram']",
tt2338706,Unnam,2012,3.8,Sibi Malayil,"['Asif Ali', 'Chempil Asokan', 'Rajesh Hebbar']",['Drama']
tt9389580,Neevu Kare Madida Chandadararu,2018,,Monish,"['Sharath K.P.', 'Anand K.S.', 'Shilpa Manjunath']",['Thriller']
tt11000002,Tute Khwab,2019,,Pramod Sharma,"['Pramod Sharma', 'Dhanashri Rathod', 'Mahesh Kumar']","['Comedy', 'Family', 'Musical', 'Romance', 'Thriller']"
tt0277556,Agaani,1973,,A. Vincent,,
tt0369850,Punithavathi,1962,,,,
tt12599216,Maya 2017,2017,,Subigya Sunder Shrestha,,"['Short', 'Musical']"
tt8933672,Pathibeku.com,2018,,Rakesh,"['Sheetal Shetty', 'Aru Gowda', 'Rockline Sudhakar']",['Drama']
tt0230779,Shri Shri Maa Kamakhya,1983,,Anwar Hussain,,
tt11423502,Shahzaada Jalaal Taalib aur Malika Hameera - 4,1997,,Moti Sagar,,"['Adventure', 'Fantasy']"
tt0422934,Peralagan,2004,6.4,Sasi Shankar,"['Suriya', 'Jyotika', 'Vivek']","['Comedy', 'Drama', 'Romance']"
tt0328177,Naya Bakra,1979,5.4,K. Babuji,"['Vinod Mehra', 'Reena Roy', 'Rekha']",['Comedy']
tt14084148,Musalmanir Galpo,2010,,,"['Mumtaz Sorcar', 'Sudip Mukherjee', 'Indrajit Chakraborty']",['Drama']
tt11423504,Shahzaada Jalaal Taalib aur Malika Hameera - 6,1997,,Moti Sagar,,"['Adventure', 'Fantasy']"
tt1619870,Pagadi Sambhaal Jatta,1992,,Iqbal Channa,"['Iqbal Gajjan', 'Alpana', 'Sukhjinder Shera']","['Action', 'Crime', 'Drama']"
tt10598530,Teer Andaz,1963,,M. Akram,"['G.N. Butt', 'Darpan', 'Farida']",['Action']
tt0357726,Harishchandra Taramati,1963,6.8,B.K. Adarsh,"['Prithviraj Kapoor', 'Jaymala Adarsh', 'B.M. Vyas']",['Fantasy']
tt2769422,Elephant Queen,1961,,,"['Shakeela Banoo', 'Helen', 'Azaad Irani']",['Action']
tt1273218,Kuselan,2008,4.8,P. Vasu,"['Rajinikanth', 'Pasupathy', 'Meena']","['Comedy', 'Drama', 'Family']"
tt0355312,Chadarangam,1984,,B. Bhaskara Rao,,
tt0281101,Pushpa Sarem,1976,,Sasikumar,"['Bahadur', 'Adoor Bhasi', 'Jayabharati']",
tt0266486,Dubai,2001,3.9,Joshiy,"['Mammootty', 'N.F. Varghese', 'Biju Menon']","['Action', 'Thriller']"
tt7806446,Roop Basant,1949,,Amulakh Desai,"['Amirbai Karnataki', 'Prakash', 'Rafiq']",['Fantasy']
tt0824414,Vandana,1975,7.5,Narendra Suri,"['Parikshit Sahni', 'Sadhana Shivdasani', 'Bindu Desai']",['Family']
tt2408040,B.A. Pass,2012,6.4,Ajay Bahl,"['Shadab Kamal', 'Shilpa Shukla', 'Rajesh Sharma']","['Crime', 'Drama', 'Thriller']"
tt1582579,Prema Pilustondi,2010,,Ajay Nathari,"['Brahmanandam', 'Chanti', 'Sindhu Menon']",['Romance']
tt0343353,Agni Yudham,1981,,,"['Jayabharati', 'Jose Prakash', 'M.G. Soman']",
tt4879464,Best Partner,2005,,Suresh Jain,"['Tanveer', 'Karishma', 'Reena Kapoor']",['Thriller']
tt14412580,Oral Health Awareness for Antenatal Mothers,2021,,Kolasseril Sukhanandan Sunil,,"['Documentary', 'Short']"
tt7987516,3 Seconds Divorce,2018,7.2,Shazia Javed,,['Documentary']
tt0352682,Oru Vivaada Vishayam,1988,,P.G. Viswambharan,"['Devan', 'Suresh Gopi', 'Innocent']",
tt13364650,Meeravudan Krishna,2012,,A. Krishna,"['Anadhi', 'Manobala', 'Swetha']",['Drama']
tt0154457,Eradu Rekhagalu,1984,,K. Balachander,"['Srinath', 'Saritha', 'Geetha']",
tt7813452,Child Labor and Power of Unity,2015,,Aaron Haroon Rashid,"['Ainy Jaffri', 'Hamza Ali Abbasi', 'Anum Zaidi']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
tt0130731,Gateway of India,1957,7.5,J. Om Prakash,"['Bharat Bhushan', 'Pradeep Kumar', 'Madhubala']","['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
tt0232626,Shareef Budmaash,1973,6.9,Raj Khosla,"['Dev Anand', 'Hema Malini', 'Ajit Khan']","['Action', 'Crime', 'Thriller']"
tt11850926,Raju Gentleman,2018,,Malik Imdad Hussain,"['Saima Jan', 'Naveed Khan', 'Aslam Puri']",['Drama']
tt5508618,Nihattha,2014,,Manoj S. Tomar,"['Rattan Kumar', 'Monalisa', 'Manoj Tiger']",['Drama']
tt0383259,Char Diwari,1961,6.7,Krishan Chopra,"['Shashi Kapoor', 'Nanda Karnataki', 'Manmohan Krishna']","['Drama', 'Romance']"
tt0139548,Purnima,1965,6.7,Narendra Suri,"['Dharmendra', 'Meena Kumari', 'Mehmood']","['Family', 'Romance']"
tt14018542,Aghari Aatma,2006,,Munna Ahmed,"['Nipon Goswami', 'Konki Bordoloi', 'Jatin Bora']",['Horror']
tt0122427,Chaalbaaz,1989,6.8,Pankaj Parashar,"['Sridevi', 'Sunny Deol', 'Rajinikanth']","['Action', 'Comedy', 'Drama', 'Family', 'Musical', 'Thriller']"
tt0481252,Yanam,2004,,Sanjay Nambiar,"['S. Ajayan', 'Amalraj', ""Julia D'Orazio""]",
tt0099429,Dil,1990,6.6,Indra Kumar,"['Aamir Khan', 'Madhuri Dixit', 'Saeed Jaffrey']","['Comedy', 'Drama', 'Romance']"
tt10564792,Onek Dame Kena,2016,3.2,Jakir Hossain Raju,"['Chikon Ali', 'Bappy Chowdhury', 'Mahiya Mahi']",['Romance']
tt0341455,Makdee,2002,7.5,Vishal Bhardwaj,"['Shabana Azmi', 'Shweta Basu Prasad', 'Makrand Deshpande']","['Comedy', 'Family', 'Fantasy', 'Horror', 'Thriller']"
tt8485642,Sooraiyadal,2014,,Kannan Thamarakkulam,,['Thriller']
tt1601788,16 Days,2009,4.8,,"['Charmme Kaur', 'Aravind', 'Ram Jagan']",
tt4190220,Zed Plus,2014,6.3,Chandra Prakash Dwivedi,"['Gautam Singh Rajput', 'Vinod Acharya', 'Rajeev Ankit']",['Comedy']
tt0234070,Laagi Nahin Chhute Ram,1963,5.4,Kundan Kumar,"['Ashim Kumar', 'Baijul', 'Garibdas']",
tt0268404,Kanyaka,1978,,Sasikumar,"['Bahadur', 'Nellikode Bhaskaran', 'Janardanan']",
tt2153500,What Happened Then... !!!,2002,,Keshhav Panneriy,"['Tom Alter', 'Mayuri Kango', 'Achint Kaur']",['Thriller']
tt0237224,Ezhuthapurangal,1987,6.6,Sibi Malayil,"['Suhasini', 'Parvathi', 'Ambika']",['Drama']
tt3094418,Untitled,2013,,Ahsen Ali,,"['Short', 'Drama']"
tt8011336,Nari Vettai,2018,,Akash Sudhakar,"['Mahalakshmi', 'Akash Sudhakar']",
tt11905786,Rajan,2020,,Bharat Shripat Sunanda,"['Raqesh Bapat', 'Minal Patil']",['Drama']
tt3548416,Marriage Da Garriage,2014,5.2,Jaswinder Singh,"['Jaswinder Bhalla', 'Navraj Hans', 'Shakti Kapoor']",['Comedy']
tt0305871,Naan Pethe Magane,1995,5.8,V. Shekhar,"['Aachi Manorama', 'Nizhalgal Ravi', 'Urvashi']",['Drama']
tt0331985,Deepam,1980,,P. Chandrakumar,"['Mala Aravindan', 'Jayan', 'T.P. Madhavan']",
tt0323514,Oppandham,1983,,Vijayaganesh,,
tt4122552,Manja,2014,5.1,Bijoy Urmise,"['Asokan', 'Balachandran Chullikadu', 'Vijayan Karanthoor']","['Comedy', 'Drama']"
tt6066012,Nirmala Convent,2016,7.0,G.N.K. Rao,"['Nagarjuna Akkineni', 'Indu Anand', 'Bhargavi']",['Romance']
tt0215488,Alakh Niranjan,1950,,Gunjal,"['Durga Khote', 'Nirupa Roy', 'D.K. Sapru']",['Fantasy']
tt10935014,Selfie King,2020,6.9,Bishal Sapkota,"['Bipin Karki', 'Laxmi Bardewa', 'Abhay Baral']",['Drama']
tt0150327,Dilara,1934,,Jagatrai Pesumal Advani,"['Sardar Akhtar', 'Bala Bhai', 'Gidwani']",
tt0995823,Khoya Khoya Chand,2007,6.2,Sudhir Mishra,"['Shiney Ahuja', 'Soha Ali Khan', 'Rajat Kapoor']","['Drama', 'Romance']"
tt8752008,Maa Voori Maaraju,1994,,Kodi Ramakrishna,"['Arjun Sarja', 'Soundarya']",['Drama']
tt0333962,Mylanji,1982,,M. Krishnan Nair,"['Ambika', 'Shanawas', 'Lalu Alex']",
tt0253849,Tuch Majhi Vahini,1966,,Yeshwant Pethkar,,
tt7642842,Sri Vaaru,1985,,B. Bhaskara Rao,"['Sobhan Babu', 'Chandramohan', 'Vijayshanti']",['Drama']
tt7813314,Mooli Cries Wolf,2015,,Aaron Haroon Rashid,"['Ainy Jaffri', 'Hamza Ali Abbasi', 'Anum Zaidi']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
tt7349218,Mission China,2017,5.9,Zubeen Garg,"['Zubeen Garg', 'Pabitra Rabha', 'Deeplina Deka']",['Action']
tt11423506,Shahzaada Jalaal Taalib aur Malika Hameera - 5,1997,,Moti Sagar,,"['Adventure', 'Fantasy']"
tt1579856,Pellaniki Premalekha Priyuraliki Subhalekha,1992,6.0,Narasimha Rao Relangi,"['Babu Mohan', 'Brahmanandam', 'Rajendra Prasad']",['Comedy']
tt3209244,Swabhoomi,2013,,Ujjwal Chatterjee,"['Borun Chandra', 'Priyanshu Chatterjee', 'Priya Dutta']","['Biography', 'Drama']"
tt0262703,Prem Tapasya,1983,6.1,Dasari Narayana Rao,"['Jeetendra', 'Rekha', 'Reena Roy']","['Drama', 'Romance']"
tt4738640,Maya Nagri,1957,,,"['Mahipal', 'Shakila', 'Murad']",['Drama']
tt0814209,Matichya Chuli,2006,6.9,,"['Sudhir Joshi', 'Vandana Gupte', 'Anand Abhyankar']","['Comedy', 'Drama']"
tt0357736,Heer,1956,5.1,Hameed Butt,"['Nutan', 'Pradeep Kumar', 'Darpan']",['Romance']
tt10662426,Tevar,2019,7.0,Abu Aleeha,"['Taqi Ahmed', 'Sukaina Khan', 'Sharique Mahmood']","['Action', 'Crime', 'Thriller']"
tt0432922,Laila,1994,3.4,Nazrul Islam,"['Afzaal Ahmad', 'Abid Ali', 'Khalil']",['Musical']
tt14229760,Azmaish,1980,,,"['Shahid Ahmed', 'Rahat Kazmi', 'Nanha']",
tt8852344,Bajra Vs Burger,2018,,Raj Singh Verma,"['Sandeep Aurora', ""Michelle D'Alessandro Hatt"", 'Satyananad Gaitonde']",['Comedy']
tt0261193,Pratigne,1964,9.0,Ranga B.S.,"['Pandari Bai', 'Rajkumar', 'Vasudeva Girimaji']",
tt7013488,127 B,2017,6.9,Seshu Kmr,"['Mast Ali', 'Aziz Naser', 'Heena Shaik']","['Comedy', 'Horror']"
tt3421646,Ponnukku Thanga Manasu,1973,,P. Madhavan,"['Jayachitra', 'Vijay Kumar', 'Sivakumar']",
tt10711328,Avantika,2020,,Ejaz Ahmed,"['Ejaz Ahmed', 'Ejaz Ahmed', 'Richa Bhatt']","['Comedy', 'Horror']"
tt1213855,Dial 100,2001,,Inayat Mahshar,"['Aryan', 'Amar', 'Pinky Chinoy']","['Crime', 'Mystery']"
tt0248129,Kannan En Kadhalan,1968,7.4,P. Neelakantan,"['M.G. Ramachandran', 'S.A. Ashokan', 'Jayalalitha J']",
tt7897474,Vetapalem,2016,,Ganesh Muthyala,,['Crime']
tt3532670,Julie Dancer,1991,,,,['Romance']
tt10661022,Chaaya,1979,,V. Hanuman Prasad,"['Satyendra Kumar', 'Roopadevi', 'Sailaja']",['Drama']
tt5961196,Paisey,1964,,Mustafizul Haq,"['Shabnam', 'Azim', 'Shaukat Akbar']",['Drama']
tt3746572,Saali Poori Gharwali,2000,,,"['Dolly Bindra', 'Jay Devi', 'Mahesh Kawal']",['Thriller']
tt6825758,The Thinnest Line,2016,,Manav Singh,"['Kumar Rajput', 'Annu Laroiya', 'Bhavana Pant']",['Drama']
tt8489916,Champion,2019,6.6,Suseenthiran,"['Manoj K. Bharathi', 'V. Jayaprakash', 'Narain']",['Sport']
tt0230392,Kadina Benki,1988,,Suresh Heblikar,"['Vaishali Kasaravalli', 'Sudheendra']",
tt0414511,Shrimati 420,1956,,G.P. Sippy,"['Johnny Walker', 'Meena Shorey', 'Om Prakash']",['Comedy']
tt6543110,Pataliputhra,2010,,Rajiv Chilaka,"['Jigna Bhardwaj', 'Rupa Bhimani', 'Vatsal Dubey']",['Animation']
tt10834046,Kathanam,2019,3.8,Rajesh Nadendla,"['Adabala', 'Arjun', 'Ashok']","['Mystery', 'Thriller']"
tt2995952,Chandra,2013,5.2,Roopa Iyer,"['Shriya Saran', 'Prem Kumar', 'Ganesh Venkatraman']","['Fantasy', 'Musical', 'Romance']"
tt4123104,Karachi Stories: Not Out,2014,,Ali Ahad,,"['Documentary', 'Short', 'Sport']"
tt6957520,Junior Senior,2002,4.6,J. Suresh,"['Charlie', 'Charulatha', 'Delhi Ganesh']","['Drama', 'Romance']"
tt2728362,Rangeela No.1,2003,,,"['Hemant Birje', 'Mohan Joshi', 'Kiran Kumar']",['Action']
tt10225364,Utkarsha,1990,,Sunil Kumar Desai,"['Ambareesh', 'Shankanada Anjanappa', 'Avinash']",
tt14097512,Manasa,2013,,Kodulu Ramakrishna,"['Ramesh Bhat', 'Srinivasa Murthy', 'Shivadwaj']",['Drama']
tt0418818,Ladki Sahyadri Ki,1966,5.0,Shantaram Rajaram Vankudre,"['Shalini Abhyankar', 'Keshavrao Date', 'Vatsala Deshmukh']","['Musical', 'Drama']"
tt0464800,Darshan - L'étreinte,2005,6.3,Jan Kounen,,['Documentary']
tt2663792,Johra Bai,2000,,,"['Poonam Dasgupta', 'Mohan Joshi', 'Shakti Kapoor']",['Action']
tt7831920,HIRER SHIKAL,1988,,Murari Chakraborty,"['Satya Banerjee', 'Biplab Chatterjee', 'Shekhar Chatterjee']","['Drama', 'Romance']"
tt6917966,Mohanlal,2018,4.2,Sajid Yahiya,"['Manju Warrier', 'Indrajith Sukumaran', 'Soubin Shahir']",['Comedy']
tt0038475,Dharti Ke Lal,1950,7.5,Khwaja Ahmad Abbas,"['Rashid Ahmed', 'Hameed Butt', 'Usha Dutta']","['Drama', 'History']"
tt8925172,Angadipattu,2018,,,"['Surabhi Lakshmi', 'Nirmal Palazhi', 'Anju Sasi']",['Comedy']
tt1092005,Golmaal Returns,2008,5.1,Rohit Shetty,"['Ajay Devgn', 'Kareena Kapoor', 'Arshad Warsi']","['Comedy', 'Crime', 'Mystery']"
tt6975084,Tomake Chai,2017,4.5,Rajiv Kumar,"['Siam Howlader', 'Sayeem Afran', 'Eyasin Arafat']",['Romance']
tt0213644,Fariyaad,1942,,Jayant Desai,,
tt12140104,Shoonya,2020,,Vatsa,"['Spruha Joshi', 'Bhanu Singh', 'Suhasi']",['Drama']
tt6536950,Singara Chennai,2004,,Dharma,,['Drama']
tt1464735,Baji,1963,7.5,S. Suleman,"['Mohammad Ali', 'Darpan', 'Noor Jehan']",
tt0322010,Dheuer Pare Dheu,1962,,,"['Badal', 'Shampa', 'Shanker']",['Drama']
tt2028553,Stand By,2011,6.5,Sanjay Soorkar,"['Siddharth Kher', 'Sachin Khedekar', 'Dalip Tahil']","['Drama', 'Sport', 'Thriller']"
tt0459577,Twinkle Twinkle Little Star,2005,5.3,Vayalar Madhavan,"['Shrikant Ram', 'Neha Pendse', 'Divya Dutta']",['Fantasy']
tt0454435,'D',2005,6.8,Vishram Sawant,"['Randeep Hooda', 'Chunky Pandey', 'Rukhsar Rehman']","['Crime', 'Drama', 'Thriller']"
tt0307866,Filhaal...,2002,5.7,Meghna Gulzar,"['Tabu', 'Sushmita Sen', 'Sanjay Suri']","['Drama', 'Romance']"
tt0213762,Kariyawar,1948,,Chaturbhuj Doshi,,
tt1392212,Prachanda Kulla,1984,7.2,P.S. Prakash,"['Vishnuvardhan', 'B.S. Dwarakish', 'Radhika Sarathkumar']",
tt0256421,Vanangamudi,1957,6.5,P. Pullaiah,"['Shivaji Ganesan', 'Pasupaleti Kannamba', 'Chittor V. Nagaiah']",
tt7567288,Bailaras,2017,6.5,Ksshitij Chaudhary,"['Binnu Dhillon', 'Prachi Tehlan', 'Karamjit Anmol']",['Drama']
tt11737812,Love 20-20,2020,,,,['Romance']
tt11183824,Adholokam,2020,,Rupesh Paul,"['Hari Govind', 'Adeeb Jaleel', 'Palak Singh']",['Thriller']
tt0318430,Marutode Naa Mogudu,1992,,A. Kodandarami Reddy,"['Babu Mohan', 'Jeeva', 'Meena']",
tt12604184,Mammootty Through the Eyes Poetic Acting,2020,,Suvin S. Somasekharan,,"['Documentary', 'Short']"
tt0067252,Interview,1971,7.9,Mrinal Sen,"['Karuna Bannerjee', 'Shekhar Chatterjee', 'Ranjit Mallick']",['Drama']
tt1620965,Society,1959,,M.A. Khan,"['Musarrat Nazir', 'Sudhir']",['Drama']
tt0353598,Kadhal Virus,2002,5.3,Kathir,"['Aachi Manorama', 'Srinath', 'Richard Vijay']",['Romance']
tt0156994,Samaj Ko Badal Dalo,1947,,Vijay Bhatt,"['Arun', 'Leela Pawar', 'Mridula Rani']",
tt2210657,Highway,2012,6.3,Deepak Rauniyar,"['Dayahang Rai', 'Asha Magrati', 'Shristi Ghimire']",['Drama']
tt0193137,Ennavo Nadikkaradhu,1991,3.9,,,
tt0231263,Bhishma,1937,,Aga Hashr Kashmiri,,
tt0359778,Ooparwala Jane,1977,,Naresh Saigal,"['Abhi Bhattacharya', 'Laxmi Chhaya', 'Rajan Haksar']","['Drama', 'Mystery']"
tt7804184,CHHELETA,1986,,Santosh Ghoshal,"['Savitri Chatterjee', 'Gopal Dutta', 'Mamoni Dutta']",['Drama']
tt3808114,Hasina Dacait,2001,,R. Mittal,"['Goga Kapoor', 'Ali Khan', 'Madhuri Mishra']",['Action']
tt10300662,Kidnap,2019,5.2,,"['Jammy Banerjee', 'Prantik Banerjee', 'Sobbie Bawa']","['Action', 'Crime', 'Drama']"
tt8037648,Divangatha Manjunathana Geleyaru,2018,8.9,Arun Narasinakuppe Devarajegowda,"['Rudra Prayaag', 'Sheetal Pandya', 'Shankar Murthy']",['Drama']
tt5931010,Final Over,2016,,Bilahari,"['Jibit George', 'Miya George', 'Vineeth Vasudevan']","['Short', 'Music']"
tt7576626,Even When I Fall,2017,7.7,,,['Documentary']
tt9777766,Citizen,2015,,Amol Shetge,"['Raqesh Bapat', 'Maadhav Deochake', 'Shrirang Deshmukh']",['Drama']
tt2320628,Chudail,1997,5.7,P. Chandrakumar,"['Kiran Kumar', 'Poonam Dasgupta', 'Anil Dhawan']",['Horror']
tt5729724,Sell not your soul!,2016,,Saba Chaudhary,,['Short']
tt13323480,Apple Penne,2013,,,"['Iswarya Menon', 'Thambi Ramaiah', 'Vatsan']",['Drama']
tt0236312,Hum Bhi Insaan Hain,1948,7.5,Phani Majumdar,"['Dev Anand', 'Ramola', 'Amir Banu']",['Drama']
tt0250467,Khuda Ghawah,1993,2.9,Masud Butt,"['Nadeem Baig', 'Neeli', 'Saima Noor']",['Musical']
tt8929946,Rashtraputra,2018,5.8,Megastar Maharishi Aazaad,"['Megastar Maharishi Aazaad', 'Rakesh Bedi', 'Abhay Bhargava']","['Action', 'Biography', 'Drama', 'History']"
tt12969330,Kizhakku Chandu Kadhavu En 108,2016,,A. Senthi Anandan,"['Hashika Dutt', 'Saravana Subbiah']",['Drama']
tt0482669,Aaj Ka Samson,1991,3.2,Kukoo Kapoor,"['Hemant Birje', 'Sahila Chaddha', 'Goga Kapoor']","['Action', 'Romance']"
tt2726796,Jungle Ki Sherni,2001,6.5,Kanti Shah,"['Sapna Sappu', 'Amit Pachori', 'Vinod Tripathi']","['Action', 'Adventure', 'Drama', 'Romance']"
tt0308451,Kadal Theerathu,1988,,T. Rajeevnath,"['Amir Abbas', 'Nilambur Balan', 'Titty Joy George']",['Drama']
tt0353189,Annu Muthal Innu Vare,1992,,Keyan,,
tt0187347,Nenu Manishine,1971,5.1,G.V.R. Seshgiri Rao,"['Gummadi', 'Kanchana', 'Krishna']",['Drama']
tt5693212,Tick Tock,2016,4.4,,"['Ghulam Mohiuddin', 'Alyy Khan', 'Ahsan Khan']",['Animation']
tt5236992,Sunrise from Istanbul,2015,,,"['Maria Wasti', 'Meryem Merve Guner', 'Caren Ozkaratas']",['Talk-Show']
tt10438260,Love by Chance,2019,,Harish Raut,,['Romance']
tt9581578,Shirpa,2016,,Nitin Kamble,"['Ravindra Berde', 'Namrata Jadhav', 'Chhaya Kadam']",['Drama']
tt1244536,Donga Police,1992,8.2,K.S. Prakash Rao,"['Mohan Babu', 'Brahmanandam', 'Mamta Kulkarni']","['Action', 'Comedy', 'Drama']"
tt14232740,Mone Mone Bhalobasha,2011,,D. Mukherjee,"['Arunima Ghosh', 'Joy Mukherjee', 'Sabyasachi Mukherjee']",['Drama']
tt6166100,Kaatu Rani,1965,,M.A. Thirumugham,"['S.A. Ashokan', 'K. Balaji', 'R.S. Manohar']",
tt13411522,Bedardi Saiyaan,2017,,,"['Fahad Rehmani', 'Anmol Baloch', 'Saba Faisal']",['Drama']
