ID,Title,Year,Rating,Director,Actors,Genres
tt4984634,Jungle Rowdy,1986,,Kranthi Kumar,"['Nagarjuna Akkineni', 'Ashwini', 'Bob Christo']",['Action']
tt0158587,Dhund,1973,7.3,B.R. Chopra,"['Navin Nischol', 'Zeenat Aman', 'Sanjay Khan']","['Drama', 'Mystery', 'Thriller']"
tt12820724,A child teacher,2019,,Phadindra Budhathoki,"['Pratik Khadka', 'Rupesh Khadka']","['Short', 'Drama']"
tt0306932,Haladhar,1992,7.6,Sanjib Hazarika,"['Indra Bania', 'Sohini Sengupta Halder', 'Nayan']",['Drama']
tt10064270,Jaddi Sardar,2019,6.2,Manbhavan Singh,"['Guggu Gill', 'Sippy Gill', 'Dilpreet Dhillon']","['Action', 'Drama', 'Romance']"
tt1737234,Pratidwandi,2010,,Anup Sengupta,"['Rahul Banerjee', 'Biswajit Chakraborty', 'Ranjit Mallick']",['Drama']
tt11157796,Sugna 2,2017,,Ajay .K. Ojha,"['Aditya Ojha', 'Neha Shree', 'Dharmendra Singh']",['Drama']
tt4248920,Annadata,2002,7.7,Rabi Kinagi,"['Prasenjit Chatterjee', 'Sreelekha Mitra', 'Jayanta Dutta Burman']",['Drama']
tt11688770,Shubh Raatri,2020,4.8,Pankaz Singh Tanwar,"['Simran Ahemad', 'Nemi Chand', 'Jaya Goswami']",['Horror']
tt0361046,Tere Pyaar Mein,1978,5.2,Subhash Sharma,"['Mithun Chakraborty', 'Abha Dhulia', 'Vijayendra Ghatge']",['Musical']
tt0456272,Abhishapta Chambal,1967,5.2,Manju Dey,"['Shambhu Bhattacharya', 'Shekhar Chatterjee', 'Manju Dey']",['Drama']
tt10240904,Superhit,2016,,Niranjan Pandey,"['Binita Baral', 'Sudam Ck', 'Divya Dev']",['Thriller']
tt4491922,The Making of Riyasat,2005,,,"['Nadeem Baig', 'Deeba Begum', 'Talat Hussain']","['Documentary', 'Short']"
tt3060862,Ra,2014,5.6,Prabu Yuvaraj,"['Ashraf', 'Gita Babu', 'Aditi Chengappa']","['Fantasy', 'Thriller']"
tt5821436,Bindu Theke Britto,1970,,Rebecca,"['Mafiz', 'Atia Chowdhury', 'Rebecca']",['Drama']
tt6573392,Jinjir,1979,,Dilip Biswas,"['Abdur Razzak', 'Sohel Rana', 'Bobita']","['Action', 'Drama']"
tt13311444,Guntha Mantri,2015,,Sachin Shinde,"['Makarand Anaspure', 'Chetan Dalvi', 'Rutuza Patill']",['Drama']
tt14268496,Ghar Sansar,2010,,Swapan Saha,"['Sayantika Banerjee', 'Arindam Ganguly', 'Jishu Sengupta']",['Drama']
tt8811538,Police Lockup,1993,,Kodi Ramakrishna,"['Giri Babu', 'Vinod Kumar', 'Shamili']",['Drama']
tt13795906,Jibon Baator Logori,2009,,Timothy Das Hanche,"['Nipon Goswami', 'Moloya Goswami', 'Arun Nath']",['Drama']
tt0234021,Kaun Kisika,1939,,Chimanlal Luhar,,
tt0248325,Prema Katha,1999,6.1,Ram Gopal Varma,"['Sumanth', 'Antara Mali', 'Manoj Bajpayee']","['Drama', 'Romance']"
tt3893158,Olicamera,2014,,Hazeeb,"['Amal Prasi', 'Alyas', 'Shahad Nazeer']","['Short', 'Comedy', 'Thriller']"
tt0361822,Lawyer Bharti Devi,1987,,K. Rama Mohan Rao,"['Gopalakrishna Paruchuri', 'Sharada']",
tt1458916,Harmonium,1976,7.4,Tapan Sinha,"['Arundhati Devi', 'Asitbaran', 'Anil Chatterjee']",['Family']
tt0395132,The Dim Light,1996,,Hassan Zee,"['Ghazala Butt', 'Khurshid Khan']",['Drama']
tt13087958,Putham Pudhu Kaalai,2020,6.8,,"['Madhavan', 'Jayaram', 'Kalidas Jayaram']",['Drama']
tt0245677,Aahuti,1985,,T.S. Nagabharana,"['Ambarish', 'Sumalatha', 'Roopadevi']",
tt0316376,Pandanti Kapuram,1972,8.1,Lakshmi Deepak,"['S.V. Ranga Rao', 'Anjali Devi', 'Krishna']","['Drama', 'Family']"
tt8774178,Janayuddha,2008,,Bimal Poudel,"['Akash Adhikari', 'Ramchandra Adhikari', 'Sushil Chhetri']",['Drama']
tt0487148,Chand Bujh Gaya,2005,6.7,Sharique Minhaj,"['Mukesh Ahuja', 'Ishrat Ali', 'Aliza']","['Drama', 'Thriller']"
tt9581716,Niruttara,2016,,Apoorva Kasaravalli,"['Rahul Bose', 'Bhavana Rao', 'Aindrita Ray']",['Drama']
tt10225702,Ombathane Adbutha,2019,,Santosh Kumara Batageri,"['Santosh Kumara Batageri', 'Century Gowda', 'Pranaya Murthy']",['Drama']
tt4525982,Neelambari,2003,7.6,S.J. Suryah,"['Shankanada Aravind', 'Devraj', 'Charu Haasan']",['Drama']
tt3182644,Moodar Koodam,2013,7.6,Naveen,"['Naveen', 'Sendrayan', 'Rajaj']","['Comedy', 'Drama', 'Thriller']"
tt0214817,Jiwhala,1968,,Ram Narayan Gabale,,
tt0319805,Manaivi Ready,1987,7.1,R. Pandiaraajan,"['R.S. Manohar', 'R. Pandiaraajan', 'Debashree Roy']","['Drama', 'Music']"
tt1102313,Rakshakan,2007,3.6,Thulasidas,"['Kalabhavan Mani', 'Manya', 'Ashish Vidyarthi']","['Action', 'Thriller']"
tt6641630,Pareeth Pandari,2017,6.7,Gafoor Y. Elliyaas,"['Kalabhavan Shajohn', 'Sajitha Madathil', 'Ansiba']",['Drama']
tt1290076,Jagat Jogini Maa Khodiyar,2006,,Amar Solanki,"['Arvind Joshi', 'Dhruv Joshi', 'Sati Joshi']","['Drama', 'Family', 'History']"
tt0362198,Struggle,1936,,,,
tt12845912,Nenjil,2020,,Rasheed Parambil,,"['Short', 'Musical']"
tt8774370,Ghar Bhanga Ghar,1992,,Anutosh Barua Chanchal,"['Sunetra', 'Zafar Iqbal', 'Anowara']",['Drama']
tt11088098,Cha Cha Hui,2019,,Samten Bhutia,"['Maotse Gurung', 'Miruna Magar', 'Bholaraj Sapkota']","['Comedy', 'Drama', 'Romance']"
tt14357798,Shoora Mi Vandile,1975,,,"['Kamini Bhatia', 'Vatsala Deshmukh', 'Surekha Gujarathi']",['Drama']
tt0276823,Bhairavi,1978,6.9,,"['Srikanth', 'Rajinikanth', 'Sripriya']",['Drama']
tt11423344,Nigaristan - 19,1996,,Moti Sagar,,"['Adventure', 'Fantasy']"
tt0319696,Kochu Kochu Thettukal,2001,,Jayadevan,,
tt4507184,Good Bad & Ugly,2013,3.9,Rathish Ram,"['Sreejith Vijay', 'Meghana Raj', 'Basil']","['Drama', 'Thriller']"
tt4581032,Luv U Alia,2015,5.1,Indrajit Lankesh,"['V. Ravichandran', 'Chandan Kumar', 'Sudeep']","['Family', 'Romance']"
tt2257284,Line of Descent,2019,4.6,Rohit Karn Batra,"['Brendan Fraser', 'Prem Chopra', 'Abhay Deol']","['Crime', 'Drama']"
tt2202086,Ab Tak Chhappan 2,2015,5.7,Ejaz Gulab,"['Nana Patekar', 'Mohan Agashe', 'Gul Panag']","['Action', 'Crime', 'Thriller']"
tt10589798,Khabarzar,2018,9.2,,"['Honey Albela', 'Nasir Chinyoti', 'Aftab Iqbal']",['Talk-Show']
tt0373814,Ek Shola,1956,4.4,Chander Saigal,"['Pradeep Kumar', 'Mala Sinha', 'Shobha Khote']","['Comedy', 'Drama', 'Romance']"
tt9248748,Ammachi Yemba Nenapu,2018,7.8,Champa P. Shetty,"['Vyjayanthi Adiga', 'Vinutha Hegde', 'Srinidhi Holla']",['Drama']
tt0104561,Jo Jeeta Wohi Sikandar,1992,8.2,Mansoor Khan,"['Aamir Khan', 'Ayesha Jhulka', 'Deepak Tijori']","['Comedy', 'Drama', 'Romance', 'Sport']"
tt0262802,Swargam Narakam,1975,7.1,Dasari Narayana Rao,"['Annapoorna', 'Mohan Babu', 'Jayalakshmi']","['Comedy', 'Drama']"
tt5357110,Obujh Mon,1972,8.1,Kazi Zahir,"['Abdur Razzak', 'Shabana', 'Sujata']",['Drama']
tt2721594,Tube Tube: Masterplan,2012,,Ben A. Williams,,"['Short', 'Drama']"
tt9476584,Kala Patthar,1944,,Dwarka Khosla,,['Drama']
tt4572770,Dhiyan Namanian,1973,,Inayat Hussain Bhatti,"['Afzaal Ahmad', 'Inayat Hussain Bhatti', 'Asad Bukhari']",['Musical']
tt7853242,Love Per Square Foot,2018,7.2,Anand Tiwari,"['Vicky Kaushal', 'Angira Dhar', 'Alankrita Sahai']","['Comedy', 'Romance']"
tt0457017,Khalsa,1999,6.6,,,"['Action', 'History']"
tt14108886,Bidroho,1997,,Haranath Chakraborty,"['Prasenjit Chatterjee', 'Satabdi', 'Ranjit Mallick']","['Crime', 'Drama']"
tt9391052,Pakistani Music Superstars,2017,,Aaron Haroon Rashid,"['Ali Safina', 'Sara Rubab', 'Wes Malik']","['Animation', 'Adventure', 'Biography', 'Sci-Fi']"
tt13087050,Tamilselvanum 50KM Kalaiselviyum,2014,,P. Pandiyan,"['Kalai Anamika', 'Dilsha', 'Mahendran']",['Drama']
tt0978642,Masoom,1996,5.4,Mahesh Kothare,"['Tinnu Anand', 'Sulabha Arya', 'Arun Bakshi']","['Action', 'Comedy', 'Thriller']"
tt0155407,Zara Bachke,1959,,Nisar Ahmad Ansari,"['Suresh', 'Nanda Karnataki', 'Johnny Walker']","['Adventure', 'Romance']"
tt0234718,Shiva Kotta Saubhagya,1985,,Hunsur Krishnamurthy,"['Lokesh', 'Arathi', 'Jayanthi']",
tt1134641,Saheli,1960,7.7,S.M. Yusuf,"['Shamim Ara', 'Bahar Begum', 'Darpan']",['Musical']
tt0245825,Chal Mere Bhai,2000,4.7,David Dhawan,"['Sanjay Dutt', 'Salman Khan', 'Karisma Kapoor']","['Comedy', 'Romance']"
tt0157843,Jagga Daku,1959,7.0,Chandrakant,"['Paidi Jairaj', 'Jabeen Jalil', 'Maruti']","['Action', 'Thriller']"
tt6163150,Power,2016,5.1,,"['Sayantika Banerjee', 'Dipanjan Basak', 'Sabyasachi Chakrabarty']",['Action']
tt4557196,Circus Kathmandu: Free,2014,,Glen Kirby,,"['Documentary', 'Short']"
tt14178098,Mujhe Rang De,2019,,,"['Qavi Khan', 'Faria Sheikh']",['Drama']
tt6416760,Kaviyude Osyath,2017,3.9,Vineeth Anil,"['Jithu Johny', 'Arun Kumar', 'Sangeetha Mohan']",['Drama']
tt4295604,Sher Khan,1981,,Yunus Malik,"['Aalia', 'Anjuman', 'Bahar Begum']",['Drama']
tt9738302,GNANAM,2019,,Varadaraj Venkataswamy,"['Asha', 'Venu Bharadwaj', 'Dhyan']",['Family']
tt6010610,"LBW: Love, Breakup and War",2016,6.4,B.N. Shajeer Sha,"['Pramod Das', 'Chriz Deepu', 'Abdul Kalam']","['Comedy', 'Romance']"
tt0269755,Raat Chali Hai Jhoom Ke,2002,7.4,Hasan Zaidi,"['Nadia Jamil', 'Faisal Rehman']","['Action', 'Drama']"
tt6409490,The Speed,2012,5.6,Sohanur Rahman Sohan,"['Diti', 'Ananta Jalil']",['Action']
tt8517540,Pandhar,2004,,Gajendra Ahire,"['Mohan Joshi', 'Kishore Kadam', 'Shreeram Lagoo']","['Drama', 'Family']"
tt14021816,April 28 Em Jarigindi,2021,6.8,Veera Swamy,"['Raja Ranjith Elchuri', 'Sherry Agarwal', 'Ajay']","['Drama', 'Horror', 'Thriller']"
tt6514218,Noblemen,2018,5.6,Vandana Kataria,"['Kunal Kapoor', 'Ali Haji', 'Mohammed Ali Mir']",['Drama']
tt0758053,Saawariya,2007,5.2,Sanjay Leela Bhansali,"['Ranbir Kapoor', 'Sonam Kapoor', 'Salman Khan']","['Drama', 'Musical', 'Romance']"
tt9675464,Gang Leader,2019,7.6,Vikram K. Kumar,"['Nani', 'Kartikeya Gummakonda', 'Lakshmi']","['Action', 'Comedy']"
tt0231097,Aflatoon,1937,,Pessi Karani,,
tt0244430,Biwi Aur Makan,1966,7.0,Hrishikesh Mukherjee,"['Biswajeet Chatterjee', 'Mehmood', 'Shabnam']",['Comedy']
tt2330098,Upendra,1999,8.8,Upendra,"['Upendra', 'Raveena Tandon', 'Prema']","['Drama', 'Thriller']"
tt2751052,Chotu Ka Badla,1990,,,"['Ranjeet Bedi', 'Sudhir Dalvi', 'Dilip Dhawan']",['Comedy']
tt6734886,Power Paandi,2017,7.4,Dhanush,"['Dhanush', 'Dheena', 'Divyadarshini']","['Action', 'Drama', 'Musical', 'Romance']"
tt3803860,Puli,2015,4.3,Chimbudeven,"['Thalapathy Vijay', 'Sridevi', 'Sudeep']","['Action', 'Adventure', 'Fantasy']"
tt0316568,Senthooram,1998,4.3,Sangaman,"['Devayani', 'Prakash Raj', 'Radhika Sarathkumar']",
tt0141826,Singaar,1949,7.1,J.K. Nanda,"['Paidi Jairaj', 'Suraiya', 'Madhubala']","['Drama', 'Family']"
tt2593124,Mannaru,2012,5.6,Jai Shankar,"['Appukutty', 'Swathi', 'Thambi Ramaiah']",['Comedy']
tt0050956,Sharada,1957,6.0,L.V. Prasad,"['Raj Kapoor', 'Meena Kumari', 'Shyama']","['Drama', 'Romance', 'Musical']"
tt0808306,Honeymoon Travels Pvt. Ltd.,2007,6.1,Reema Kagti,"['Abhay Deol', 'Minissha Lamba', 'Boman Irani']","['Comedy', 'Drama', 'Romance']"
tt2342227,Neethaane En Ponvasantham,2012,6.5,Gautham Vasudev Menon,"['Jiiva', 'Samantha Ruth Prabhu', 'Santhanam']","['Drama', 'Romance']"
tt7694870,Bomba Saha Rosa,2013,7.0,Anuruddha Jayasinghe,"['Somasiri Alakolange', 'Sriyani Amarasena', 'Dilan Da Silva']","['Drama', 'Thriller']"
tt5581532,Na Kar Badnam Canada Nu,2005,,Sukhjinder Shera,"['Komal Dhillon', 'Parminder Gill', 'Jatinder Sahota']",['Drama']
tt0247152,Adarshasati,1956,,Chitrapu Narayana Rao,"['Jamuna', 'Sowcar Janaki', 'R. Nagendra Rao']",
tt0389440,Teen Batti Char Raasta,1953,7.7,Shantaram Rajaram Vankudre,"['Karan Dewan', 'Shashikala Jawalkar', 'Lalita Kumari']",['Drama']
tt7699320,Ankarajyathe Jimmanmar,2018,4.6,Praveen Narayanan,"['Rony David', 'Roopesh Peethambaran', 'Anu Mohan']",['Comedy']
tt12039934,Mismatch,2019,3.3,N.V. Nirmal Kumar,"['Amala', 'Anirudh', 'Aravind']",['Drama']
tt13387538,Asaivam,2012,,Kishore .S.B.,"['Jeniffer', 'Siddhartha', 'Sirija']",['Drama']
tt7943238,The Mastermind: Jinda Sukha,2015,6.4,Sukhjinder Shera,"['Nav Bajwa', 'Sonpreet Jawanda', 'Guggu Gill']","['Action', 'Biography', 'History']"
tt12066268,5Ws,2020,,Prandeep Thakore,,['Romance']
tt8870860,Vishala Hrudayalu,1965,,Narayana B.S.,"['Chalam', 'Chandrakala', 'Girija']",['Drama']
tt0239427,Ghar Ki Shobha,1944,,,,
tt2613186,Raeeszada,1976,,,"['Vikram Makandar', 'Zarina Wahab', 'Rakesh Roshan']",['Action']
tt2748626,Maa Baap,1987,,,"['Govardhan Asrani', 'Narendranath Malhotra', 'Sushma Verma']",['Drama']
tt0315777,Ansh: The Deadly Part,2002,6.5,Rajan Johri,"['Om Puri', 'Ashutosh Rana', 'Abbas']","['Crime', 'Drama', 'Thriller']"
tt0262046,Tiger Ramudu,1962,,Rao C.S.R.,"['N.T. Rama Rao', 'Rajasulochana', 'Ammaji']",['Drama']
tt0157845,Bajrangbali,1976,7.8,Chandrakant,"['Dara Singh Randhawa', 'Biswajeet Chatterjee', 'Moushumi Chatterjee']",['Fantasy']
tt4291632,Kannadi Bommaigal: Children of Light,2014,,G. Venkatesh Kumar,,['Drama']
tt3462408,Tarzan Aur Captain Kishore,1964,,,"['Chitra', 'Azaad Irani', 'Kamal Kapoor']",['Action']
tt7166258,Prem Shakti,2002,,Mohanji Prasad,"['Firdous Ahmed', 'Bhaskar Banerjee', 'Kaushik Banerjee']",['Drama']
tt0316404,Pillai Nila,1985,5.9,,"['Jaishankar', 'Mohan', 'Nalini']",
tt4061206,Prem Sutra,2005,,Chandni Gupta,"['Chandni Gupta', 'Amit Pachori', 'Aman Sagar']",['Thriller']
tt13606000,Coffee Lovers,2006,,Trilok Chander,"['Dayanand Reddy', 'Prabhakar', 'Gundu Hanumantha Rao']",['Comedy']
tt8881142,Allari Pellam,1998,,Shivaji Raja,"['Shivaji Raja', 'Rajitha', 'Gautam Raju']",['Drama']
tt13577218,Thithikkum Ilamai,2008,,Chandramohan,"['Santhana Bharathi', 'Mansoor Ali Khan', 'Nizhalgal Ravi']",['Drama']
tt10857276,Tommy,2015,8.6,Raja Vannem Reddy,"['Lakshmi Alapati', 'Madhu Babu', 'Raghu Babu']",['Comedy']
tt14365216,Shesh Naag,1985,,,"['Mustafa Qureshi', 'Sultan Rahi', 'Rani']",
tt0268595,Saajan,1947,,Kishore Sahu,"['Ashok Kumar', 'Rehana', 'Leela Mishra']",['Romance']
tt0377382,Anyar,2003,4.7,Lenin Rajendran,"['Biju Menon', 'Jyothirmayi', 'Lal']",['Drama']
tt5894938,Jaltey Suraj Ke Nichey,1971,,Zahir Raihan,"['Nadeem Baig', 'Bobita', 'Allauddin']",['Drama']
tt0235653,Ottayal Pattalam,1990,6.4,Rajeev Kumar,"['Mukesh', 'Madhoo', 'Innocent']","['Comedy', 'Romance']"
tt1821700,Waar,2013,7.5,Bilal Lashari,"['Shaan Shahid', 'Hamza Ali Abbasi', 'Shamoon Abbasi']","['Action', 'Crime', 'Drama', 'Thriller']"
tt6409202,Aandhali Koshimbir,2014,6.1,Aditya Ingale,"['Priya Bapat', 'Mrunmayee Deshpande', 'Kaluram Dhobale']",['Comedy']
tt13188762,Nigooda Rahasya,2015,,Beechi,"['M.D. Kowshik', 'Charan Raj', 'Sundar Raj']",['Drama']
tt11542502,Sohna Veer,1973,,Rehmat Ali,"['Allauddin', 'Asad Bukhari', 'Naghma']",['Drama']
tt2732586,Maati Balidan Ki,1986,,Shiv Kumar,"['Anu Dhawan', 'Shiv Kumar', 'Sandhu Raj']",['Drama']
tt0251815,Majhi Aai,1961,,Dinkar D. Patil,"['Angre', 'Jaishankar Danve', 'Ramesh Deo']",
tt0382764,Jetho Kancha,2003,8.1,Dayaram Dahal,"['Rajesh Hamal', 'Sushila Raimajhi', 'Jal Shah']","['Comedy', 'Drama']"
tt0254468,Kaliyodum,1965,,P. Subramaniam,"['Joseph Chacko', 'Jayanthi', 'Babu Joseph']",
tt6028510,Gubbaare,2016,8.3,Hammad Ul Hasan,"['Syed Saad Farrukh', 'Aghmaza Mubeen']","['Short', 'Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']"
tt3713546,Hello Doctor,1998,,,,['Thriller']
tt0313631,Sonbaini Chundadi,1976,6.9,Girish Manukant,"['Girija Mitra', 'Anjana Mumtaz', 'Dilip Patel']","['Musical', 'Drama']"
tt0288409,Achani,1973,,A. Vincent,"['J.A.R. Anand', 'Bahadur', 'Adoor Bhasi']",
tt9685590,Anuraga Bandham,1985,,Anil Kumar,"['Sarath Babu', 'Jayasudha', 'Saritha']",['Drama']
tt0214441,Aflatoon,1991,7.9,Girish Ghanekar,"['Madhu Apte', 'Laxmikant Berde', 'Priya Arun Berde']","['Crime', 'Romance']"
tt0087434,Hum Dono,1985,6.5,B.S. Glaad,"['Rajesh Khanna', 'Hema Malini', 'Reena Roy']","['Comedy', 'Family', 'Musical', 'Romance']"
tt13478578,Bayam Ariyaan,2010,,Prathesh,"['Ponnambalam', 'Saranya Ponvannan', 'Kadhal Sukumar']",['Drama']
tt11898764,Torchlight,2018,5.3,Abdul Majith,"['Riythvika Panneerselvam', 'Sada', 'Thirumurugan']",['Drama']
tt10687070,Mandela,2021,8.4,Madonne Ashwin,"['Yogi Babu', 'Sheela Rajkumar', 'Sangili Murugan']","['Comedy', 'Drama']"
tt11355016,Kathaah at 8,2019,7.4,Shilpa Krishnan Shukla,"['Rachita Arke', 'Arzu Arnool', 'Geeta Balagangadharan']",['Drama']
tt11131630,Betabiyan,2019,6.3,Abdul Majid Khan,"['Babar Ali', 'Hiba Ali', 'Syed Arez']","['Musical', 'Romance']"
tt0317784,Justice Raja,1983,,R. Krishnamurthy,"['P.K. Abraham', 'Lalu Alex', 'Mala Aravindan']",
tt0297429,Todu Dongalu,1954,7.8,Yoganand,"['N.T. Rama Rao', 'Gummadi', 'Kamala Devi T.G.']",['Drama']
tt14521396,Kiraak,2014,,Haarik Devabhaktuni,"['Anirudh', 'Krishna Murali Posani', 'Chandini Tamilarasan']",['Drama']
tt3557964,Yennamo Yedho,2014,3.6,,"['Gautham Karthik', 'Rakul Preet Singh', 'Prabhu']","['Comedy', 'Romance']"
tt9765842,Kaddu Mucchi,2021,3.9,Vasanth Raj,"['Chikkanna', 'Doddanna', 'Alathi Jayaram']",['Drama']
tt0390656,Zinda Dil,1947,,S.M. Raza,"['Master Shiraz', 'Raja Salim', 'Rajni']",['Action']
tt9110380,Konttho,2019,7.6,,"['Jaya Ahsan', 'Koneenica Banerjee', 'Paran Banerjee']",['Drama']
tt0237474,Mummy,1996,5.2,Iqbal Kashmiri,"['Nadeem Baig', 'Atiqa Odho', 'Mustafa Qureshi']",
tt5701172,Sardaarji 2,2016,5.2,Rohit Jugraj,"['Sonam Bajwa', 'Gurpreet Bal', 'Paul Barbara']","['Adventure', 'Comedy']"
tt6737944,Dhairyam,2017,5.9,A.R. Shiva Tejas,"['Ajay Rao', 'Aditi Prabhudeva', 'P. Ravi Shankar']","['Action', 'Family', 'Thriller']"
tt6921630,Dolly Ki Ayegi Baraat,2010,8.3,,"['Saba Wasim Abbas', 'Samina Ahmed', 'Bushra Ansari']","['Comedy', 'Drama', 'Romance']"
tt14229494,Ek Tuku Chhoya Lage,2012,,Jeet Goswami,"['Arnab', 'Amitabh Bhattacharjee', 'Ragini']",['Drama']
tt13101068,Bhanu,2020,7.4,Subbu Vedula,"['Dinesh Akki', 'Kishore Babu', 'Ganesh Bandi']",['Thriller']
tt3412778,Neenello Naanalle,2006,6.0,Dinesh Babu,"['Anirudh', 'Aniruddha Jatkar', 'Lakshman']","['Drama', 'Romance']"
tt6664514,Aakashathinum Bhoomikkumidayil,2017,,Sandeep Ajith Kumar,"['Neena Kurup', 'Dinesh Eranjikkal', 'Udith Nived']",['Drama']
tt4489078,Ichchhemotir Gappo,2015,6.7,Adinath Das,"['Saswata Chatterjee', 'Tanushree Chakraborty', 'Aparajita Adhya']",['Drama']
tt3848222,Ramgadh Ki Ramkali,2001,,K.I. Sheikh,"['Durgesh Nandini', 'Amit Pachori', 'Shah Gayaz Khan']",['Action']
tt4936330,Jhumka,1996,,Michael Chinappa,"['Bhavana Prasad', 'Satish Rai', 'Suneeta Sethi']",['Romance']
tt0177492,Aahuti,1978,5.9,Ashok V. Bhushan,"['Rajendra Kumar Tuli', 'Shashi Kapoor', 'Rakesh Roshan']","['Action', 'Drama']"
tt2084930,Sathurangam,2011,5.7,Karu Pazhaniappan,"['Srikanth', 'Sonia Agarwal', 'Mahadevan']","['Action', 'Romance']"
tt11348720,Raja Rani,1984,,,"['Rani', 'Ali Ejaz', 'Nanha']","['Comedy', 'Drama', 'Family', 'Musical']"
tt0157524,Dekh Kabira Roya,1957,7.7,Amiya Chakrabarty,"['Anita Guha', 'Anoop Kumar', 'Jawahar Kaul']","['Comedy', 'Romance']"
tt0152354,Sedin Dujane,1975,,Agradoot,"['Debraj Ray', 'Utpal Dutt']",['Drama']
tt0154149,Ankh Ka Tara,1932,,Jyotish Bannerjee,"['Chanda', 'Indubala', 'Jehanara Kajjan']",
tt12126774,Soulfulness,2020,,Cyma,,['Documentary']
tt4801726,Murder Mestri,2015,6.7,Rahul Jadhav,"['Devendra Bhagat', 'CatherineKudulis', 'Pratibha Chavan']","['Comedy', 'Mystery']"
tt3919402,Sampoorna Ramayan,1973,,Bapu,"['Sobhan Babu', 'Chandrakala', 'S.V. Ranga Rao']","['Drama', 'Family', 'Fantasy', 'History']"
tt0151090,Jaan,1996,4.2,Raj Kanwar,"['Ajay Devgn', 'Twinkle Khanna', 'Amrish Puri']","['Action', 'Drama', 'Romance']"
tt11280986,Varkey,2020,5.2,Adharsh Venugopal,"['Samad Sulaiman', 'Drishya Dinesh', 'Sreejith Ravi']",['Drama']
tt0356982,Paanch,2003,7.6,Anurag Kashyap,"['Kay Kay Menon', 'Aditya Srivastav', 'Joy Fernandes']","['Crime', 'Thriller']"
tt13637898,Jaanmoni Vol: 2,2009,,Rajesh Bhuyan,"['Shyamontika Sharma', 'Chandranabh Borthakur', 'Chetana Das']",['Romance']
tt7960320,Mana Kurrale,2014,7.7,Veera Shankar,"['Roop Kaur', 'Arvind Krishna', 'Krishnudu']","['Action', 'Drama']"
tt4943992,Manto,2015,8.3,Sarmad Sultan Khoosat,"['Sania Saeed', 'Shamoon Abbasi', 'Danyal Adam Khan']","['Biography', 'Drama']"
tt13637908,Janmoni,2011,,Rajesh Bhuyan,"['Shyamontika Sharma', 'Akashdeep Deka', 'Prosenjit Bora']",['Romance']
tt0375905,Laheri Badmash,1944,,Nari Ghadiali,"['Yusuf Effendi', 'Benjamin', 'Husnara Edden']",
tt0085456,Durdesh,1983,6.0,Ambrish Sangal,"['Shashi Kapoor', 'Sharmila Tagore', 'Parveen Babi']","['Action', 'Crime', 'Drama']"
tt13243758,Saas Bahu,2015,,Syed Ramish Rizvi,"['Saman Ansari', 'Omer Shahzad', 'Sajida Syed']",['Drama']
tt9614460,Chhapaak,2020,5.3,Meghna Gulzar,"['Deepika Padukone', 'Vikrant Massey', 'Madhurjeet Sarghi']","['Biography', 'Drama']"
tt0378364,Mirza Sahiban,1957,7.7,Ravi Kapoor,"['Shyama', 'Shammi Kapoor', 'Ram Singh']",['Romance']
tt4802218,Lakhon Mein Ek,1955,,Hira Singh,"['David Abraham', 'Smriti Biswas', 'Paidi Jairaj']",['Action']
tt0237785,Subharatri,1956,,Sushil Majumdar,"['Chhabi Biswas', 'Suchitra Sen', 'Bhanu Bannerjee']","['Drama', 'Family']"
tt3530436,Balak Ambedkar,1991,,Basavaraj Kestur,"['Master Amit', 'Theertha Prasad', 'Jaganatha Rao']",['Drama']
tt0154214,Bekar Nashan,1938,,Jyotish Bannerjee,"['Tulsi Chakraborty', 'Chhayadevi', 'Devbala']",['Drama']
tt8821280,Raktha Sindhuram,1967,,Seetaram C.,"['Sobhan Babu', 'Geetanjali', 'Rajasree']",['Drama']
tt0458948,Silence Please... The Dressing Room,2004,3.6,Sanjay Srinivas,"['Tom Alter', 'Salil Ankola', 'Sonali Kulkarni']",['Thriller']
tt5824846,Beli Mattu Hola,2010,,P.R. Ramadas Naidu,"['Hulugappa Kattimani', 'Achyuth Kumar', 'Shrinivas Meshtru']",['Drama']
tt9043760,Badnaam,2020,7.0,Krishna Bhatt,"['Mohit Sehgal', 'Priyal Gor', 'Barkha Bisht']","['Romance', 'Thriller']"
tt3422416,Bhajarangi,2013,5.8,Harsha,"['Shivarajkumar', 'Aindrita Ray', 'Rukmini Vijayakumar']","['Action', 'Fantasy']"
tt2746136,Saadi Love Story,2013,5.4,Dheeraj Rattan,"['Diljit Dosanjh', 'Surveen Chawla', 'Amrinder Gill']","['Comedy', 'Romance']"
tt0427816,Sati Vijay,1948,,K.J. Parmar,"['Ratnamala', 'Kishore Kumar', 'Ramachandra Sastry H.R.']",
tt0401762,Rupkatha,1950,,Souren Sen,"['Asitbaran', 'Asita Bose', 'Tulsi Chakraborty']",['Family']
tt4634258,Kunwara Jeeja,1985,,Subhash C. Bhakri,"['Bhavana Bhatt', 'Aruna Irani', 'Satish Kaul']",['Comedy']
tt2151944,Alexander,1992,,Ranga Rao K.,"['Kota Srinivasa Rao', 'Suman', 'Vani Viswanath']",['Action']
